id,vp_x,vp_y,vp_z,euler_1,euler_2,euler_3,increment,n0_x,n0_y,n0_z,n1_x,n1_y,n1_z,n2_x,n2_y,n2_z,n3_x,n3_y,n3_z,n4_x,n4_y,n4_z,n5_x,n5_y,n5_z,n6_x,n6_y,n6_z,n7_x,n7_y,n7_z,n8_x,n8_y,n8_z,n9_x,n9_y,n9_z,n10_x,n10_y,n10_z,n11_x,n11_y,n11_z,n12_x,n12_y,n12_z,n13_x,n13_y,n13_z,n14_x,n14_y,n14_z,n15_x,n15_y,n15_z,n16_x,n16_y,n16_z,n17_x,n17_y,n17_z,n18_x,n18_y,n18_z,n19_x,n19_y,n19_z,n20_x,n20_y,n20_z,n21_x,n21_y,n21_z,n22_x,n22_y,n22_z,n23_x,n23_y,n23_z,n24_x,n24_y,n24_z
000217,0.506642,0.70771,0.501071,119.826,302.829,234.592,0.0005,0.505158,0.760284,0.408392,-0.637157,0.641769,0.426806,-0.639016,0.347186,-0.686383,0,0,0,0.994585,0.102757,-0.0155744,-0.117791,0.962842,-0.243023,0,0,0,0.623042,0.760054,-0.184761,-0.78024,0.604747,-0.159706,0.69942,0.250503,0.669373,0,0,0,-0.0804395,0.856246,0.510266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863638,0.460517,0.205069,-0.932852,0.274342,0.233503,-0.929141,0.119523,-0.349874,0.869923,0.310289,-0.383346,0.193487,0.978798,0.0672123,-0.402824,0.912061,0.076661,-0.40482,0.762044,-0.505381,0,0,0
000218,0.500434,0.708393,0.500002,119.826,302.829,234.592,0.0005,0.505651,0.761909,0.404737,-0.634433,0.639009,0.434928,-0.641779,0.349267,-0.682739,0.523857,0.482945,-0.701668,0.994276,0.103227,-0.0275705,-0.117844,0.963323,-0.241083,0,0,0,0.622524,0.758651,-0.192126,-0.781155,0.606094,-0.149827,0.702562,0.251628,0.66565,0,0,0,-0.0803302,0.854973,0.512414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86532,0.461409,0.195763,-0.930096,0.273533,0.245154,-0.932669,0.120481,-0.340018,0.866099,0.309465,-0.392562,0.193501,0.978863,0.0662147,-0.402177,0.911825,0.0826417,-0.406962,0.762905,-0.502353,0,0,0
000219,0.504358,0.706191,0.500091,119.826,302.829,234.592,0.0005,0.505841,0.761296,0.405652,-0.636556,0.64116,0.428614,-0.638659,0.34927,-0.685656,0.525209,0.481473,-0.701669,0.994495,0.102747,-0.0205728,-0.117736,0.962357,-0.244963,0,0,0,0.622117,0.759725,-0.18918,-0.780184,0.605337,-0.157732,0.700027,0.251782,0.668258,0,0,0,-0.0804613,0.856501,0.509836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86412,0.461339,0.201153,-0.931807,0.274556,0.23739,-0.930286,0.120175,-0.346593,0.868106,0.309645,-0.387959,0.193527,0.978991,0.0642193,-0.402824,0.912061,0.076661,-0.40547,0.761127,-0.50624,0,0,0
000220,0.500379,0.709393,0.50334,121.264,169.596,198.733,0.0005,0.512288,0.772839,0.374542,-0.630376,0.662353,0.404863,0,0,0,0,0,0,0.995342,0.0924537,-0.027324,-0.107634,0.95465,-0.277592,0,0,0,0.630408,0.745222,-0.217324,-0.775353,0.606557,-0.175831,0.703517,0.273062,0.656125,-0.702789,0.143473,0.69678,-0.0741767,0.876503,0.475647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869149,0.4605,0.180333,-0.928629,0.292074,0.228781,-0.930886,0.116035,-0.346391,0.871784,0.284222,-0.399012,0.202828,0.978801,0.0284468,-0.393759,0.9181,0.0452268,-0.398193,0.747696,-0.531406,0,0,0
000221,0.508262,0.702606,0.504058,121.264,169.596,198.733,0.0005,0.512392,0.772994,0.374078,-0.634748,0.666972,0.390183,-0.632103,0.32639,-0.702792,0,0,0,0.995632,0.0924806,-0.0128289,-0.107334,0.951698,-0.287663,0,0,0,0.63076,0.745632,-0.214883,-0.772508,0.604956,-0.193031,0.700141,0.271757,0.660266,-0.709246,0.144776,0.689935,-0.0750172,0.880928,0.467268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867762,0.459769,0.188685,-0.932055,0.293674,0.212201,-0.925982,0.115429,-0.35949,0.875721,0.285499,-0.389363,0.202375,0.979073,0.0214498,-0.394444,0.918439,0.0297387,-0.395023,0.742703,-0.540693,0,0,0
000222,0.506033,0.707904,0.501731,121.264,169.596,198.733,0.0005,0.511236,0.771276,0.379173,-0.632309,0.664395,0.398453,0,0,0,0,0,0,0.995581,0.0924759,-0.0163276,-0.107507,0.953398,-0.281912,0,0,0,0.631039,0.745956,-0.21293,-0.773624,0.605833,-0.185666,0.699886,0.270586,0.661017,0,0,0,-0.0742131,0.876977,0.474767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867678,0.459725,0.189176,-0.930765,0.292745,0.219035,-0.92711,0.115065,-0.356689,0.874451,0.285613,-0.392124,0.202828,0.978801,0.0284468,-0.394325,0.918155,0.038733,-0.396587,0.744619,-0.5369,0,0,0
000223,0.509272,0.707909,0.502111,121.264,169.596,198.733,0.0005,0.510705,0.770487,0.381484,-0.6334,0.665547,0.394781,-0.631707,0.325622,-0.703503,0,0,0,0.995707,0.0919855,-0.0103299,-0.107507,0.953398,-0.281912,0,0,0,0.631971,0.746272,-0.209022,-0.773193,0.604858,-0.190577,0.697363,0.270683,0.663639,-0.708867,0.14317,0.690659,-0.0747295,0.877172,0.474325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866511,0.459675,0.194572,-0.932002,0.293133,0.213178,-0.925149,0.114823,-0.361821,0.876489,0.286273,-0.387059,0.202819,0.978758,0.0299458,-0.394361,0.918241,0.0362349,-0.396089,0.743665,-0.538586,0,0,0
000224,0.507938,0.705801,0.505514,121.264,169.596,198.733,0.0005,0.511973,0.772372,0.375932,-0.634211,0.666404,0.392023,-0.633513,0.328245,-0.700654,0,0,0,0.995632,0.0924806,-0.0128289,-0.107478,0.953117,-0.282871,0,0,0,0.631628,0.745874,-0.211465,-0.773108,0.605428,-0.189104,0.700937,0.271529,0.659515,-0.71012,0.143933,0.689212,-0.0749099,0.879526,0.469918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86736,0.460122,0.189667,-0.932002,0.293133,0.213178,-0.926756,0.115021,-0.357623,0.876275,0.285678,-0.387981,0.202842,0.978868,0.0259481,-0.394388,0.918306,0.0342362,-0.396587,0.744619,-0.5369,0,0,0
000225,0.506732,0.705861,0.501566,121.264,169.596,198.733,0.0005,0.511553,0.771747,0.377784,-0.632992,0.665116,0.396159,0,0,0,0,0,0,0.995597,0.0924773,-0.015328,-0.107421,0.952553,-0.284788,0,0,0,0.631523,0.744985,-0.214885,-0.773182,0.605486,-0.188613,0.698727,0.271746,0.661766,-0.706734,0.143249,0.692826,-0.0742855,0.877922,0.473006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867444,0.460166,0.189176,-0.931181,0.292876,0.217083,-0.926462,0.114481,-0.358557,0.874606,0.285137,-0.392124,0.202842,0.978868,0.0259481,-0.394368,0.918258,0.0357352,-0.396723,0.742719,-0.539425,0,0,0
000226,0.509624,0.705342,0.504709,121.264,169.596,198.733,0.0005,0.511553,0.771747,0.377784,-0.635111,0.666628,0.390182,0,0,0,0,0,0,0.995666,0.0924837,-0.00983015,-0.10745,0.952835,-0.28383,0,0,0,0.631453,0.746437,-0.209999,-0.772891,0.604622,-0.19254,0.699397,0.270933,0.661392,-0.710696,0.144559,0.688487,-0.0749099,0.879526,0.469918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866853,0.459855,0.19261,-0.932608,0.293323,0.210246,-0.925446,0.115363,-0.360889,0.877011,0.285917,-0.386138,0.202842,0.978868,0.0259481,-0.394414,0.918367,0.0322374,-0.395647,0.743899,-0.538588,0,0,0
000227,0.506736,0.707042,0.50667,121.264,169.596,198.733,0.0005,0.511557,0.772648,0.375931,-0.633671,0.665833,0.393862,0,0,0,0,0,0,0.995604,0.092478,-0.0148281,-0.107564,0.953957,-0.279993,0,0,0,0.63201,0.745551,-0.211466,-0.774167,0.604988,-0.186157,0.702166,0.272004,0.65801,-0.71012,0.143933,0.689212,-0.0743937,0.879333,0.470361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867845,0.459813,0.188194,-0.931594,0.293005,0.215131,-0.927816,0.115152,-0.35482,0.87612,0.286154,-0.387981,0.202837,0.978842,0.0269476,-0.394354,0.918224,0.0367346,-0.39733,0.746043,-0.534367,0,0,0
000228,0.509289,0.707617,0.507564,121.264,169.596,198.733,0.0005,0.511553,0.771747,0.377784,-0.63448,0.666689,0.391103,0,0,0,0,0,0,0.995666,0.0924837,-0.00983015,-0.107564,0.953957,-0.279993,0,0,0,0.632243,0.746587,-0.207067,-0.773416,0.605034,-0.189104,0.700937,0.271529,0.659515,-0.712044,0.144832,0.687035,-0.0743937,0.879333,0.470361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866853,0.459855,0.19261,-0.932508,0.293292,0.210735,-0.9264,0.114977,-0.358557,0.877954,0.286748,-0.38337,0.202335,0.978888,0.0289463,-0.394375,0.918274,0.0352356,-0.396888,0.746277,-0.534369,0,0,0
000229,0.509141,0.703681,0.504275,121.264,169.596,198.733,0.0005,0.511973,0.772372,0.375932,-0.634748,0.666972,0.390183,-0.632478,0.324895,-0.703146,0,0,0,0.995655,0.0924828,-0.0108297,-0.107363,0.951984,-0.286705,0,0,0,0.631802,0.74531,-0.212931,-0.77274,0.604502,-0.193521,0.699344,0.271985,0.661016,-0.709921,0.144913,0.689211,-0.0749815,0.880461,0.468152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867426,0.459592,0.190649,-0.932758,0.292847,0.210246,-0.925508,0.114867,-0.360889,0.87646,0.285738,-0.387521,0.202855,0.978928,0.0234493,-0.394438,0.918425,0.0302384,-0.39559,0.742709,-0.54027,0,0,0
000230,0.503563,0.707861,0.506123,147.951,48.8216,46.4646,0.0005,0.535936,0.767027,0.352762,-0.612983,0.700409,0.365621,0,0,0,0,0,0,0.998381,0.0556964,-0.0115464,-0.0694205,0.946522,-0.315084,0,0,0,0.660748,0.713668,-0.232574,-0.750144,0.626217,-0.212456,0.705425,0.270973,0.654943,-0.709719,0.194786,0.677021,-0.0482957,0.896892,0.439604,0,0,0,0,0,0,-0.321643,0.566246,0.758888,0,0,0,0,0,0,0.882571,0.435052,0.17832,-0.921556,0.333744,0.198365,-0.920451,0.134979,-0.366811,0.88873,0.238376,-0.39158,0.237987,0.971256,-0.0048696,-0.361321,0.932439,0.0022191,0,0,0,0,0,0
000231,0.504457,0.70657,0.505017,147.951,48.8216,46.4646,0.0005,0.535425,0.76717,0.353229,-0.612966,0.701151,0.364225,0,0,0,0,0,0,0.998402,0.0556976,-0.0095467,-0.0693812,0.945891,-0.316981,0,0,0,0.660955,0.713158,-0.233547,-0.749652,0.625804,-0.215386,0.704021,0.270969,0.656453,-0.709719,0.194786,0.677021,-0.0483159,0.897331,0.438706,0,0,0,0.280551,0.598098,0.750713,-0.319653,0.567806,0.758564,0,0,0,0,0,0,0.88241,0.434974,0.179304,-0.921835,0.333845,0.196895,-0.919651,0.135367,-0.368671,0.88873,0.238376,-0.39158,0.237984,0.971245,-0.0068692,-0.361322,0.932441,-0.000280734,0,0,0,0,0,0
000232,0.504603,0.707919,0.509282,147.951,48.8216,46.4646,0.0005,0.53614,0.767315,0.351826,-0.613324,0.701563,0.362828,0,0,0,0,0,0,0.998402,0.0556976,-0.0095467,-0.0694596,0.947148,-0.313186,0,0,0,0.660856,0.714512,-0.229655,-0.750062,0.626148,-0.212944,0.706162,0.271791,0.653808,-0.712325,0.195498,0.674072,-0.0483562,0.898205,0.436908,0,0,0,0.280771,0.600895,0.748393,0,0,0,0,0,0,0,0,0,0.882491,0.435013,0.178812,-0.92202,0.333912,0.195915,-0.920741,0.135527,-0.36588,0.890237,0.238777,-0.387897,0.237987,0.971258,-0.00436971,-0.361321,0.932441,0.00121917,0,0,0,0,0,0
000233,0.50748,0.708987,0.504993,147.951,48.8216,46.4646,0.0005,0.534294,0.765573,0.358368,-0.613205,0.701426,0.363293,0,0,0,0,0,0,0.998441,0.0556998,-0.00354795,-0.0694401,0.946835,-0.314135,0,0,0,0.661981,0.714248,-0.227223,-0.749558,0.625072,-0.217827,0.701564,0.270025,0.659465,-0.711349,0.195231,0.675179,-0.0487646,0.896206,0.44095,0,0,0,0.279745,0.596401,0.752362,-0.323197,0.56493,0.759209,0,0,0,0,0,0,0.881262,0.434411,0.186184,-0.922659,0.334143,0.192482,-0.917816,0.135098,-0.373314,0.890855,0.239459,-0.386053,0.23799,0.971266,-0.00187036,-0.361322,0.932441,0.000719208,0,0,0,0,0,0
000234,0.504261,0.701954,0.504447,147.951,48.8216,46.4646,0.0005,0.536439,0.768602,0.348547,-0.613917,0.702245,0.360497,0,0,0,0,0,0,0.998392,0.055697,-0.0105466,-0.0692413,0.943653,-0.323611,0,0,0,0.65978,0.712639,-0.238404,-0.748902,0.625175,-0.219778,0.704634,0.271204,0.655698,-0.710177,0.194393,0.676653,-0.0484263,0.899728,0.433757,0,0,0,0.28045,0.600219,0.749056,-0.322388,0.567567,0.757584,0,0,0,0,0,0,0.882668,0.435657,0.176352,-0.922374,0.333508,0.194934,-0.919358,0.134819,-0.3696,0.887972,0.238174,-0.393419,0.237967,0.971181,-0.0133682,-0.361315,0.932423,-0.00628048,0,0,0,0,0,0
000235,0.50343,0.703394,0.504126,147.951,48.8216,46.4646,0.0005,0.536237,0.768317,0.349484,-0.613205,0.701426,0.363293,0,0,0,0,0,0,0.998375,0.0556961,-0.0120463,-0.0692816,0.944297,-0.321718,0,0,0,0.660146,0.712299,-0.238405,-0.74932,0.625526,-0.217339,0.704454,0.271671,0.655698,-0.709197,0.194125,0.677757,-0.0483863,0.898859,0.435558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882668,0.435657,0.176352,-0.921742,0.333811,0.197385,-0.919833,0.135394,-0.368206,0.887462,0.238555,-0.394338,0.237972,0.9712,-0.0118684,-0.360852,0.932613,-0.00428058,0,0,0,0,0,0
000236,0.503697,0.708667,0.503665,147.951,48.8216,46.4646,0.0005,0.534503,0.766733,0.355565,-0.612005,0.700046,0.367947,0,0,0,0,0,0,0.998359,0.0561959,-0.0110465,-0.0694205,0.946522,-0.315084,0,0,0,0.660748,0.713668,-0.232574,-0.74998,0.62608,-0.213433,0.703587,0.270267,0.657207,-0.708675,0.193464,0.678492,-0.048245,0.895792,0.441848,0,0,0,0.279002,0.597167,0.75203,-0.319404,0.56533,0.760515,0,0,0,0,0,0,0.882028,0.435343,0.180287,-0.921369,0.333676,0.199345,-0.919942,0.135915,-0.367741,0.888222,0.238758,-0.3925,0.237988,0.97126,-0.00386983,-0.36132,0.932436,0.003219,0,0,0,0,0,0
000237,0.505226,0.70233,0.501211,147.951,48.8216,46.4646,0.0005,0.53573,0.767602,0.351825,-0.613562,0.701836,0.361896,0,0,0,0,0,0,0.998434,0.0551986,-0.00904678,-0.069221,0.94333,-0.324557,0,0,0,0.65978,0.712639,-0.238404,-0.748479,0.62482,-0.222217,0.70218,0.270262,0.658713,-0.708543,0.193947,0.678492,-0.0483663,0.898424,0.436458,0,0,0,0,0,0,-0.321705,0.565339,0.759538,0,0,0,0,0,0,0.882189,0.435422,0.179303,-0.922465,0.333541,0.194444,-0.917888,0.134603,-0.373314,0.887721,0.23759,-0.394339,0.23797,0.971194,-0.0123683,-0.361314,0.93242,-0.00678046,0,0,0,0,0,0
000238,0.507127,0.701982,0.506549,147.951,48.8216,46.4646,0.0005,0.536136,0.768174,0.349952,-0.615468,0.703267,0.355829,0,0,0,0,0,0,0.998437,0.0556995,-0.00454769,-0.0692615,0.943976,-0.322665,0,0,0,0.660508,0.713413,-0.234032,-0.748073,0.625132,-0.222704,0.703842,0.271436,0.656452,-0.713432,0.195281,0.672964,-0.0484561,0.900376,0.432405,0,0,0,0.281223,0.600682,0.748395,0,0,0,0,0,0,0,0,0,0.881947,0.435303,0.180779,-0.923198,0.334338,0.189537,-0.918,0.135125,-0.37285,0.890366,0.238294,-0.387897,0.237972,0.9712,-0.0118684,-0.361308,0.932405,-0.00878033,0,0,0,0,0,0
000239,0.506009,0.708182,0.509135,147.951,48.8216,46.4646,0.0005,0.535323,0.767026,0.353696,-0.61368,0.701972,0.361429,0,0,0,0,0,0,0.998426,0.0556989,-0.00654723,-0.0694596,0.947148,-0.313186,0,0,0,0.66117,0.714845,-0.227708,-0.750055,0.625489,-0.214898,0.705245,0.271439,0.654943,-0.7133,0.195764,0.672964,-0.0483462,0.897987,0.437358,0,0,0,0.279706,0.600983,0.748722,-0.323816,0.568064,0.756602,0,0,0,0,0,0,0.881784,0.435223,0.181762,-0.922738,0.33364,0.192972,-0.91976,0.135888,-0.368206,0.890984,0.238976,-0.386053,0.237988,0.971262,-0.00336995,-0.361321,0.932441,0.00121917,0,0,0,0,0,0
000240,0.509994,0.709914,0.509722,167.901,154.168,266.141,0.0005,0.489298,0.789459,0.370597,-0.652166,0.647643,0.394003,-0.654194,0.302803,-0.693066,0,0,0,0.991952,0.125183,-0.0190008,-0.142305,0.949585,-0.279351,0,0,0,0.605421,0.766776,-0.213357,-0.795081,0.5784,-0.182484,0.699058,0.297361,0.650304,0,0,0,-0.0989153,0.878643,0.46712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853102,0.488546,0.183139,-0.93978,0.263615,0.217535,-0.933326,0.0821561,-0.349504,0.865149,0.313625,-0.391352,0.170513,0.985018,0.0257785,-0.424104,0.904845,0.037298,-0.427901,0.731455,-0.530918,0,0,0
000241,0.502541,0.704113,0.504537,167.901,154.168,266.141,0.0005,0.491246,0.792556,0.361292,-0.650551,0.645324,0.400426,-0.653562,0.304164,-0.693066,0,0,0,0.991478,0.125627,-0.0344914,-0.141954,0.947057,-0.28798,0,0,0,0.603382,0.763439,-0.230416,-0.795735,0.578879,-0.178058,0.701548,0.298964,0.646878,0,0,0,-0.0984666,0.879163,0.466238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855071,0.490242,0.168868,-0.936867,0.262799,0.23069,-0.936503,0.0834397,-0.340588,0.858406,0.311725,-0.40739,0.170552,0.985238,0.0147829,-0.423674,0.905107,0.0357992,-0.427006,0.728893,-0.535146,0,0,0
000242,0.502195,0.701882,0.504918,167.901,154.168,266.141,0.0005,0.491822,0.79347,0.358493,-0.650622,0.646103,0.399051,-0.653351,0.304617,-0.693066,0,0,0,0.991443,0.125623,-0.0354907,-0.141855,0.946341,-0.290373,0,0,0,0.602628,0.763297,-0.232847,-0.795591,0.578773,-0.179042,0.70244,0.299343,0.645734,0,0,0,-0.0986108,0.88055,0.463582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855683,0.490016,0.166404,-0.936977,0.26283,0.230203,-0.936591,0.0824436,-0.340588,0.858001,0.311047,-0.40876,0.17056,0.985283,0.0112835,-0.42371,0.905185,0.0333008,-0.425875,0.728932,-0.535994,0,0,0
000243,0.509629,0.702995,0.504296,167.901,154.168,266.141,0.0005,0.490605,0.790599,0.366416,-0.652722,0.648199,0.392164,-0.649674,0.300148,-0.698452,0,0,0,0.991912,0.125178,-0.0209994,-0.141835,0.946197,-0.290851,0,0,0,0.603985,0.764988,-0.223599,-0.793954,0.577576,-0.189853,0.697064,0.297056,0.652579,0,0,0,-0.0990838,0.880264,0.464023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853405,0.489294,0.179698,-0.939675,0.263585,0.218023,-0.932058,0.0825464,-0.352781,0.862382,0.313159,-0.39778,0.170551,0.98523,0.0152828,-0.424221,0.9051,0.028803,-0.424534,0.726599,-0.540208,0,0,0
000244,0.508159,0.707542,0.500175,167.901,154.168,266.141,0.0005,0.488902,0.78883,0.372453,-0.650198,0.645679,0.400426,0,0,0,0,0,0,0.991919,0.124675,-0.0234979,-0.141994,0.947342,-0.287022,0,0,0,0.604586,0.764938,-0.222138,-0.79471,0.578129,-0.184942,0.694656,0.296032,0.655605,0,0,0,-0.098648,0.876075,0.471976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85334,0.488681,0.181664,-0.938398,0.263228,0.223873,-0.932233,0.0825619,-0.352313,0.861238,0.312215,-0.400989,0.170037,0.985197,0.0217806,-0.424119,0.904879,0.0362987,-0.426099,0.726312,-0.539361,0,0,0
000245,0.502569,0.70323,0.501874,167.901,154.168,266.141,0.0005,0.491054,0.79225,0.362224,-0.649772,0.645254,0.4018,-0.651885,0.302832,-0.695226,0,0,0,0.991523,0.125129,-0.0349911,-0.141874,0.946484,-0.289895,0,0,0,0.6027,0.763388,-0.232361,-0.79574,0.578263,-0.180025,0.700551,0.297997,0.648402,0,0,0,-0.0984183,0.878698,0.467122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855071,0.490242,0.168868,-0.936644,0.262737,0.231662,-0.935867,0.0828817,-0.342468,0.857616,0.310908,-0.409672,0.170555,0.985252,0.0137831,-0.423689,0.905139,0.0347998,-0.425772,0.72775,-0.537679,0,0,0
000246,0.503903,0.709394,0.505462,167.901,154.168,266.141,0.0005,0.489463,0.79066,0.367808,-0.649345,0.644827,0.403173,-0.655453,0.301735,-0.692342,0,0,0,0.991654,0.125146,-0.0309935,-0.142267,0.949308,-0.280311,0,0,0,0.604124,0.765162,-0.222624,-0.796163,0.579191,-0.175105,0.700551,0.297997,0.648402,0,0,0,-0.0982243,0.876833,0.470655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854251,0.489776,0.174286,-0.937088,0.262861,0.229716,-0.936163,0.0834098,-0.341528,0.860311,0.312412,-0.402819,0.170524,0.985079,0.02328,-0.424029,0.904683,0.0417942,-0.427901,0.731455,-0.530918,0,0,0
000247,0.500334,0.702165,0.506639,167.901,154.168,266.141,0.0005,0.492298,0.794226,0.356158,-0.650198,0.645679,0.400426,-0.656917,0.301865,-0.690897,0,0,0,0.991376,0.125111,-0.0389882,-0.141914,0.946771,-0.288937,0,0,0,0.602801,0.762714,-0.234306,-0.796092,0.57914,-0.175597,0.704515,0.300226,0.643057,-0.703392,0.122692,0.700133,-0.0986348,0.88078,0.463139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856184,0.490301,0.162952,-0.936173,0.263124,0.233121,-0.938188,0.083588,-0.335883,0.857423,0.310839,-0.410128,0.17056,0.985283,0.0112835,-0.423682,0.905123,0.0352995,-0.426674,0.730323,-0.533459,0,0,0
000248,0.502069,0.700394,0.500006,167.901,154.168,266.141,0.0005,0.491959,0.79275,0.359894,-0.650267,0.645041,0.401342,-0.649567,0.30451,-0.696661,0,0,0,0.99147,0.125122,-0.0364901,-0.141673,0.945037,-0.294676,0,0,0,0.60204,0.762564,-0.236735,-0.795448,0.578049,-0.181992,0.700057,0.29833,0.648783,0,0,0,-0.0984907,0.879394,0.465795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855362,0.490409,0.166897,-0.936532,0.262706,0.232149,-0.935652,0.0833647,-0.342937,0.856285,0.31096,-0.412407,0.170564,0.985303,0.00928368,-0.423731,0.90523,0.0318016,-0.424697,0.725879,-0.541047,0,0,0
000249,0.500701,0.702434,0.501552,167.901,154.168,266.141,0.0005,0.491535,0.793014,0.359893,-0.649698,0.644472,0.403173,-0.652936,0.302218,-0.694506,0,0,0,0.991333,0.125609,-0.0384886,-0.141835,0.946197,-0.290851,0,0,0,0.602261,0.762841,-0.235277,-0.795584,0.579388,-0.177074,0.701054,0.299297,0.647259,0,0,0,-0.0984425,0.878931,0.46668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855828,0.490098,0.165418,-0.93597,0.262548,0.23458,-0.936886,0.0829714,-0.339648,0.856262,0.31042,-0.412862,0.170559,0.985277,0.0117834,-0.423674,0.905107,0.0357992,-0.426204,0.727498,-0.537677,0,0,0
000250,0.503633,0.703515,0.505507,225.645,42.6381,36.9715,0.0005,0.523637,0.779493,0.343795,-0.624579,0.690455,0.364929,0,0,0,0,0,0,0.996996,0.0751568,-0.0186963,-0.0900586,0.942427,-0.322059,0,0,0,0.64454,0.72479,-0.243409,-0.762912,0.610339,-0.213192,0.704198,0.286909,0.649453,-0.708937,0.182321,0.681299,-0.0628971,0.898832,0.433757,0,0,0,0,0,0,-0.328041,0.562688,0.758796,0,0,0,0,0,0,0.875194,0.453174,0.16932,-0.926865,0.316217,0.202305,-0.924984,0.117205,-0.361479,0.880414,0.255245,-0.399652,0.218815,0.975645,-0.0153737,-0.379507,0.925182,-0.00347496,0,0,0,0,0,0
000251,0.504666,0.709285,0.5052,225.645,42.6381,36.9715,0.0005,0.521657,0.777475,0.351294,-0.623474,0.689227,0.369114,0,0,0,0,0,0,0.997048,0.0751607,-0.0156971,-0.0902599,0.944807,-0.31495,0,0,0,0.645371,0.726457,-0.236128,-0.763571,0.610869,-0.209282,0.702578,0.285711,0.651731,-0.708607,0.182237,0.681664,-0.0627072,0.895779,0.440054,0,0,0,0.273143,0.604139,0.748605,0,0,0,0,0,0,0,0,0,0.874353,0.452741,0.174737,-0.926673,0.316152,0.203284,-0.924688,0.116664,-0.362412,0.881752,0.25563,-0.396442,0.218838,0.97574,-0.00637572,-0.379506,0.92518,0.00402461,0,0,0,0,0,0
000252,0.509479,0.70838,0.503304,225.645,42.6381,36.9715,0.0005,0.521176,0.775882,0.355504,-0.624701,0.690591,0.364463,0,0,0,0,0,0,0.997148,0.0751682,-0.00670001,-0.0901666,0.943702,-0.31827,0,0,0,0.646372,0.726819,-0.232242,-0.762072,0.609664,-0.218074,0.698826,0.283649,0.656647,-0.711038,0.182342,0.6791,-0.063206,0.895745,0.440052,0,0,0,0.272206,0.602095,0.75059,0,0,0,0,0,0,0,0,0,0.873312,0.451643,0.182606,-0.928183,0.316666,0.195446,-0.921046,0.116207,-0.371713,0.884022,0.256282,-0.390928,0.218352,0.975855,-0.00537599,-0.379509,0.925188,-0.000475072,0,0,0,0,0,0
000253,0.50139,0.70598,0.507706,225.645,42.6381,36.9715,0.0005,0.523831,0.779777,0.342856,-0.623721,0.689501,0.368185,0,0,0,0,0,0,0.996914,0.0751506,-0.0226953,-0.0901934,0.944019,-0.317322,0,0,0,0.644702,0.72497,-0.242439,-0.763976,0.611195,-0.206837,0.706976,0.286957,0.646406,-0.708731,0.181752,0.681665,-0.0628701,0.898398,0.434658,0,0,0,0.27531,0.607665,0.744948,0,0,0,0,0,0,0,0,0,0.875872,0.45296,0.166363,-0.925994,0.31592,0.20671,-0.927119,0.117474,-0.355879,0.880029,0.255134,-0.400569,0.218824,0.975686,-0.0123743,-0.379046,0.925376,0.00202479,-0.382494,0.733215,-0.562222,0,0,0
000254,0.503416,0.707048,0.507075,225.645,42.6381,36.9715,0.0005,0.522639,0.778916,0.346609,-0.623967,0.689775,0.367255,0,0,0,0,0,0,0.996996,0.0751568,-0.0186963,-0.09022,0.944335,-0.316373,0,0,0,0.644894,0.725928,-0.239042,-0.76334,0.611325,-0.208793,0.705176,0.286226,0.648692,-0.709267,0.182405,0.680932,-0.0628161,0.897529,0.436459,0,0,0,0.274689,0.60631,0.746281,0,0,0,0,0,0,0,0,0,0.874967,0.453057,0.170798,-0.926577,0.316119,0.203774,-0.925762,0.116799,-0.359614,0.88118,0.255465,-0.397818,0.218831,0.975713,-0.00987486,-0.379508,0.925186,0.00202479,0,0,0,0,0,0
