id,vp_x,vp_y,vp_z,euler_1,euler_2,euler_3,n0_x,n0_y,n0_z,n1_x,n1_y,n1_z,n2_x,n2_y,n2_z,n3_x,n3_y,n3_z,n4_x,n4_y,n4_z,n5_x,n5_y,n5_z,n6_x,n6_y,n6_z,n7_x,n7_y,n7_z,n8_x,n8_y,n8_z,n9_x,n9_y,n9_z,n10_x,n10_y,n10_z,n11_x,n11_y,n11_z,n12_x,n12_y,n12_z,n13_x,n13_y,n13_z,n14_x,n14_y,n14_z,n15_x,n15_y,n15_z,n16_x,n16_y,n16_z,n17_x,n17_y,n17_z,n18_x,n18_y,n18_z,n19_x,n19_y,n19_z,n20_x,n20_y,n20_z,n21_x,n21_y,n21_z,n22_x,n22_y,n22_z,n23_x,n23_y,n23_z,n24_x,n24_y,n24_z
000294,0.505138,0.704579,0.505101,79.4629,101.529,359.113,0.488831,0.798209,0.352003,-0.652997,0.651296,0.386534,0,0,0,0,0,0,0.991523,0.126329,-0.0303757,-0.143426,0.942362,-0.302295,0,0,0,0.602519,0.761808,-0.237949,-0.796143,0.574122,-0.191155,0.699278,0.309566,0.644344,0,0,0,-0.100632,0.886316,0.452014,0,0,0,0.256437,0.60569,0.753246,0,0,0,0,0,0,0,0,0,0.853374,0.49401,0.166455,-0.938663,0.26509,0.220542,-0.934892,0.0761499,-0.346668,0.860088,0.307282,-0.407218,0.168733,0.985662,0.000767547,-0.425863,0.904571,0.0198154,-0.426781,0.719659,-0.547675,0,0,0
000295,0.5051,0.704544,0.505101,79.4629,101.529,359.113,0.488831,0.798209,0.352003,-0.652997,0.651296,0.386534,0,0,0,0,0,0,0.991523,0.126329,-0.0303757,-0.143405,0.942213,-0.302771,0,0,0,0.602519,0.761808,-0.237949,-0.796143,0.574122,-0.191155,0.699278,0.309566,0.644344,0,0,0,-0.100656,0.886541,0.451568,0,0,0,0.256437,0.60569,0.753246,0,0,0,0,0,0,0,0,0,0.853696,0.493619,0.165962,-0.938799,0.264609,0.220542,-0.934892,0.0761499,-0.346668,0.860088,0.307282,-0.407218,0.168733,0.985662,0.000767547,-0.425863,0.904571,0.0198154,-0.426781,0.719659,-0.547675,0,0,0
000296,0.505186,0.704832,0.504559,79.4629,101.529,359.113,0.488738,0.79806,0.35247,-0.65237,0.651376,0.387457,-0.651281,0.292975,-0.699999,0,0,0,0.991586,0.125833,-0.0303757,-0.143426,0.942362,-0.302295,0,0,0,0.602519,0.761808,-0.237949,-0.796143,0.574122,-0.191155,0.698283,0.310219,0.645108,-0.705678,0.133425,0.695857,-0.100609,0.886091,0.45246,0,0,0,0.255829,0.605539,0.753574,0,0,0,0,0,0,0,0,0,0.853301,0.493969,0.166948,-0.938693,0.264579,0.221029,-0.934626,0.0751254,-0.347606,0.860088,0.307282,-0.407218,0.168733,0.985661,0.00126749,-0.425863,0.904571,0.0198154,-0.427074,0.719169,-0.548092,0,0,0
000297,0.505436,0.705,0.505103,79.4629,101.529,359.113,0.488738,0.79806,0.35247,-0.652507,0.651513,0.386996,0,0,0,0,0,0,0.99149,0.126828,-0.0293763,-0.143426,0.942362,-0.302295,0,0,0,0.602668,0.761993,-0.236978,-0.796143,0.574122,-0.191155,0.698283,0.310219,0.645108,0,0,0,-0.100632,0.886316,0.452014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853552,0.493536,0.166948,-0.938663,0.26509,0.220542,-0.934586,0.0756238,-0.347606,0.860471,0.307418,-0.406305,0.168733,0.98566,0.00176743,-0.425863,0.904571,0.0198154,-0.427935,0.71866,-0.548088,0,0,0
000298,0.504577,0.704999,0.504752,79.4629,101.529,359.113,0.488831,0.798209,0.352003,-0.652096,0.651101,0.388379,0,0,0,0,0,0,0.991493,0.126325,-0.0313751,-0.143426,0.942362,-0.302295,0,0,0,0.602836,0.761405,-0.238435,-0.796297,0.574234,-0.190174,0.699278,0.309566,0.644344,0,0,0,-0.100609,0.886091,0.45246,0,0,0,0,0,0,-0.342293,0.53123,0.775004,0,0,0,0,0,0,0.853446,0.494052,0.165962,-0.93848,0.264519,0.222004,-0.934972,0.0751532,-0.346668,0.859704,0.307146,-0.408131,0.168733,0.98566,0.00176743,-0.425854,0.904552,0.0208152,-0.426919,0.719896,-0.547257,0,0,0
000299,0.505002,0.705128,0.504607,79.4629,101.529,359.113,0.488219,0.798171,0.352937,-0.652723,0.651022,0.387456,0,0,0,0,0,0,0.991523,0.126329,-0.0303757,-0.143426,0.942362,-0.302295,0,0,0,0.602519,0.761808,-0.237949,-0.795927,0.574584,-0.190665,0.698283,0.310219,0.645108,0,0,0,-0.100585,0.885866,0.452906,0,0,0,0.255829,0.605539,0.753574,-0.342293,0.53123,0.775004,0,0,0,0,0,0,0.853301,0.493969,0.166948,-0.938451,0.26503,0.221517,-0.934892,0.0761499,-0.346668,0.860088,0.307282,-0.407218,0.168733,0.98566,0.00176743,-0.425854,0.904552,0.0208152,-0.427935,0.71866,-0.548088,0,0,0
000300,0.505001,0.705162,0.505389,201.736,170.272,300.799,0.47748,0.799419,0.364611,-0.660551,0.631367,0.406262,-0.66347,0.293735,-0.688133,0,0,0,0.98888,0.144373,-0.0356638,-0.162629,0.945719,-0.281368,0,0,0,0.586808,0.777429,-0.226407,-0.80776,0.563659,-0.172663,0.699034,0.308611,0.645067,0,0,0,-0.112488,0.874801,0.471243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845745,0.505827,0.169864,-0.94126,0.243423,0.23404,-0.939001,0.0660357,-0.337514,0.851314,0.330329,-0.407611,0.151196,0.988282,0.0209576,-0.441602,0.896218,0.0421937,-0.444555,0.723165,-0.528586,0,0,0
000301,0.505436,0.705485,0.505254,201.736,170.272,300.799,0.477291,0.799107,0.365542,-0.660843,0.631648,0.405348,-0.663763,0.292224,-0.688494,0,0,0,0.988843,0.144872,-0.0346646,-0.162651,0.945857,-0.280888,0,0,0,0.586945,0.777609,-0.225433,-0.80776,0.563659,-0.172663,0.698039,0.309265,0.64583,0,0,0,-0.11246,0.874567,0.471684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845599,0.50574,0.170849,-0.941373,0.243452,0.233554,-0.938664,0.0660121,-0.338455,0.851332,0.331408,-0.406697,0.151196,0.988282,0.0209576,-0.441602,0.896218,0.0421937,-0.444128,0.723426,-0.528587,0,0,0
000302,0.504957,0.70506,0.505068,201.736,170.272,300.799,0.47748,0.799419,0.364611,-0.660551,0.631367,0.406262,-0.664166,0.291309,-0.688492,0,0,0,0.988808,0.144867,-0.0356638,-0.162629,0.945719,-0.281368,0,0,0,0.586808,0.777429,-0.226407,-0.80776,0.563659,-0.172663,0.699034,0.308611,0.645067,0,0,0,-0.112488,0.874801,0.471243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845745,0.505827,0.169864,-0.941385,0.242938,0.23404,-0.938966,0.0665344,-0.337514,0.850952,0.331261,-0.40761,0.151196,0.988282,0.0209576,-0.441602,0.896218,0.0421937,-0.44556,0.721929,-0.529428,0,0,0
000303,0.505009,0.70478,0.504882,201.736,170.272,300.799,0.47748,0.799419,0.364611,-0.660551,0.631367,0.406262,-0.663358,0.293139,-0.688495,0,0,0,0.988808,0.144867,-0.0356638,-0.162606,0.94558,-0.281848,0,0,0,0.586739,0.777339,-0.226894,-0.80776,0.563659,-0.172663,0.697836,0.309722,0.64583,0,0,0,-0.112488,0.874801,0.471243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845745,0.505827,0.169864,-0.94126,0.243423,0.23404,-0.938966,0.0665344,-0.337514,0.850952,0.331261,-0.40761,0.151199,0.988302,0.0199579,-0.441602,0.896218,0.0421937,-0.444708,0.722452,-0.529432,0,0,0
000304,0.505196,0.704915,0.504531,201.736,170.272,300.799,0.477386,0.799263,0.365077,-0.660551,0.631367,0.406262,0,0,0,0,0,0,0.988826,0.14487,-0.0351642,-0.162584,0.94544,-0.282327,0,0,0,0.586739,0.777339,-0.226894,-0.807689,0.56361,-0.173156,0.698443,0.30835,0.645831,0,0,0,-0.11246,0.874567,0.471684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845672,0.505784,0.170357,-0.941498,0.242968,0.233554,-0.938664,0.0660121,-0.338455,0.850952,0.331261,-0.40761,0.151198,0.988292,0.0204578,-0.441602,0.896218,0.0421937,-0.443855,0.722974,-0.529436,0,0,0
000305,0.505141,0.705253,0.505168,201.736,170.272,300.799,0.477386,0.799263,0.365077,-0.660551,0.631367,0.406262,-0.664166,0.291309,-0.688492,0,0,0,0.988826,0.14487,-0.0351642,-0.162629,0.945719,-0.281368,0,0,0,0.586877,0.777519,-0.22592,-0.80776,0.563659,-0.172663,0.697836,0.309722,0.64583,0,0,0,-0.112488,0.874801,0.471243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845672,0.505784,0.170357,-0.941373,0.243452,0.233554,-0.938833,0.0660239,-0.337984,0.851323,0.330869,-0.407154,0.151196,0.988282,0.0209576,-0.441602,0.896218,0.0421937,-0.444128,0.723426,-0.528587,0,0,0
000306,0.505305,0.704726,0.504828,201.736,170.272,300.799,0.47748,0.799419,0.364611,-0.660843,0.631648,0.405348,-0.663043,0.292999,-0.688858,0,0,0,0.988826,0.14487,-0.0351642,-0.162584,0.94544,-0.282327,0,0,0,0.586739,0.777339,-0.226894,-0.807618,0.56356,-0.173648,0.698039,0.309265,0.64583,0,0,0,-0.112488,0.874801,0.471243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845672,0.505784,0.170357,-0.941373,0.243452,0.233554,-0.938664,0.0660121,-0.338455,0.851133,0.330795,-0.40761,0.151199,0.988302,0.0199579,-0.441611,0.896237,0.0416942,-0.443855,0.722974,-0.529436,0,0,0
000307,0.504555,0.704815,0.504934,201.736,170.272,300.799,0.477575,0.799575,0.364146,-0.660551,0.631367,0.406262,0,0,0,0,0,0,0.988845,0.144367,-0.036663,-0.162629,0.945719,-0.281368,0,0,0,0.58667,0.777249,-0.227381,-0.80783,0.563709,-0.172171,0.698831,0.309069,0.645067,0,0,0,-0.112488,0.874801,0.471243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846147,0.505484,0.168879,-0.941147,0.243393,0.234526,-0.939036,0.0655369,-0.337514,0.850753,0.330648,-0.408523,0.151199,0.988302,0.0199579,-0.441602,0.896218,0.0421937,-0.44556,0.721929,-0.529428,0,0,0
000308,0.504984,0.704546,0.505279,201.736,170.272,300.799,0.477575,0.799575,0.364146,-0.660843,0.631648,0.405348,0,0,0,0,0,0,0.988808,0.144867,-0.0356638,-0.162584,0.94544,-0.282327,0,0,0,0.586739,0.777339,-0.226894,-0.80776,0.563659,-0.172663,0.698831,0.309069,0.645067,0,0,0,-0.112516,0.875035,0.470802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845818,0.50587,0.169371,-0.941373,0.243452,0.233554,-0.938966,0.0665344,-0.337514,0.850952,0.331261,-0.40761,0.151199,0.988302,0.0199579,-0.441611,0.896237,0.0416942,-0.444708,0.722452,-0.529432,0,0,0
000309,0.5051,0.704783,0.504828,201.736,170.272,300.799,0.47748,0.799419,0.364611,-0.660551,0.631367,0.406262,-0.663156,0.293596,-0.688495,0,0,0,0.98888,0.144373,-0.0356638,-0.162606,0.94558,-0.281848,0,0,0,0.586739,0.777339,-0.226894,-0.807689,0.56361,-0.173156,0.698039,0.309265,0.64583,0,0,0,-0.112488,0.874801,0.471243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846002,0.505398,0.169864,-0.941373,0.243452,0.233554,-0.938699,0.0655134,-0.338455,0.850952,0.331261,-0.40761,0.151199,0.988302,0.0199579,-0.441602,0.896218,0.0421937,-0.444281,0.722713,-0.529434,0,0,0
000310,0.505398,0.704561,0.504788,254.31,116.007,36.5047,0.518718,0.774764,0.361487,-0.628226,0.67749,0.382544,0,0,0,0,0,0,0.996406,0.0827894,-0.0178915,-0.0986002,0.948946,-0.299631,0,0,0,0.637933,0.735809,-0.227215,-0.768106,0.608909,-0.198098,0.703166,0.277022,0.654841,-0.708015,0.161199,0.687554,-0.0675888,0.888005,0.454839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872155,0.455339,0.178922,-0.928824,0.304628,0.210921,-0.926295,0.117519,-0.358003,0.877662,0.270765,-0.39547,0.211402,0.977368,0.00783686,-0.386407,0.922135,0.0188596,-0.389121,0.73908,-0.54986,0,0,0
000311,0.505085,0.705213,0.504607,254.31,116.007,36.5047,0.518515,0.774464,0.362419,-0.627966,0.677209,0.383467,0,0,0,0,0,0,0.996356,0.0832869,-0.0183914,-0.0986002,0.948946,-0.299631,0,0,0,0.638008,0.735894,-0.226728,-0.768261,0.609032,-0.197118,0.703166,0.277022,0.654841,-0.70768,0.161123,0.687916,-0.0675578,0.887551,0.45573,0,0,0,0.273847,0.589839,0.759669,0,0,0,0,0,0,0,0,0,0.872155,0.455339,0.178922,-0.928724,0.304595,0.21141,-0.926473,0.117542,-0.357536,0.877514,0.271243,-0.395469,0.211402,0.977364,0.00833678,-0.3864,0.922117,0.0198594,-0.388486,0.740031,-0.549028,0,0,0
000312,0.505001,0.704851,0.505227,254.31,116.007,36.5047,0.518718,0.774764,0.361487,-0.628226,0.67749,0.382544,0,0,0,0,0,0,0.996356,0.0832869,-0.0183914,-0.0986002,0.948946,-0.299631,0,0,0,0.63831,0.735481,-0.227216,-0.768261,0.609032,-0.197118,0.703775,0.277261,0.654085,-0.708015,0.161199,0.687554,-0.0675888,0.888005,0.454839,0,0,0,0.273716,0.590738,0.759018,0,0,0,0,0,0,0,0,0,0.872234,0.45538,0.17843,-0.928724,0.304595,0.21141,-0.92665,0.117564,-0.357069,0.877514,0.271243,-0.395469,0.211402,0.977364,0.00833678,-0.3864,0.922117,0.0198594,-0.389372,0.739568,-0.549025,0,0,0
000313,0.505456,0.705236,0.505069,254.31,116.007,36.5047,0.518515,0.774464,0.362419,-0.628226,0.67749,0.382544,0,0,0,0,0,0,0.996374,0.0832884,-0.0173917,-0.0986279,0.949244,-0.298677,0,0,0,0.638083,0.735979,-0.226242,-0.768184,0.60897,-0.197608,0.703166,0.277022,0.654841,-0.707904,0.161686,0.687553,-0.0675578,0.887551,0.45573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872075,0.455297,0.179414,-0.92898,0.304153,0.210921,-0.92641,0.118038,-0.357536,0.877892,0.271358,-0.394551,0.211401,0.97736,0.0088367,-0.3864,0.922117,0.0198594,-0.389372,0.739568,-0.549025,0,0,0
000314,0.505401,0.705306,0.505084,254.31,116.007,36.5047,0.518515,0.774464,0.362419,-0.628226,0.67749,0.382544,0,0,0,0,0,0,0.996374,0.0832884,-0.0173917,-0.0986279,0.949244,-0.298677,0,0,0,0.638083,0.735979,-0.226242,-0.768261,0.609032,-0.197118,0.703166,0.277022,0.654841,-0.707904,0.161686,0.687553,-0.0675578,0.887551,0.45573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872075,0.455297,0.179414,-0.92898,0.304153,0.210921,-0.92641,0.118038,-0.357536,0.877892,0.271358,-0.394551,0.2114,0.977355,0.00933661,-0.3864,0.922117,0.0198594,-0.389372,0.739568,-0.549025,0,0,0
000315,0.504976,0.705239,0.505191,254.31,116.007,36.5047,0.518718,0.774764,0.361487,-0.627966,0.677209,0.383467,0,0,0,0,0,0,0.996356,0.0832869,-0.0183914,-0.0986279,0.949244,-0.298677,0,0,0,0.638008,0.735894,-0.226728,-0.768027,0.609485,-0.196628,0.703958,0.276796,0.654085,-0.708015,0.161199,0.687554,-0.0675733,0.887778,0.455284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871923,0.455782,0.178922,-0.928724,0.304595,0.21141,-0.926764,0.118083,-0.356602,0.877514,0.271243,-0.395469,0.211402,0.977364,0.00833678,-0.3864,0.922117,0.0198594,-0.389372,0.739568,-0.549025,0,0,0
000316,0.505284,0.704895,0.505177,254.31,116.007,36.5047,0.518718,0.774764,0.361487,-0.628226,0.67749,0.382544,0,0,0,0,0,0,0.996365,0.0832877,-0.0178915,-0.0986002,0.948946,-0.299631,0,0,0,0.638008,0.735894,-0.226728,-0.768184,0.60897,-0.197608,0.704141,0.27633,0.654085,-0.707904,0.161686,0.687553,-0.0675888,0.888005,0.454839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872155,0.455339,0.178922,-0.92898,0.304153,0.210921,-0.926473,0.117542,-0.357536,0.877662,0.270765,-0.39547,0.211402,0.977364,0.00833678,-0.386404,0.922127,0.0193595,-0.388486,0.740031,-0.549028,0,0,0
000317,0.504749,0.704612,0.504969,254.31,116.007,36.5047,0.51882,0.774913,0.361021,-0.628592,0.67715,0.382543,0,0,0,0,0,0,0.996347,0.0832861,-0.0188912,-0.0986002,0.948946,-0.299631,0,0,0,0.637858,0.735724,-0.227702,-0.768261,0.609032,-0.197118,0.703775,0.277261,0.654085,-0.70768,0.161123,0.687916,-0.0675888,0.888005,0.454839,0,0,0,0.273263,0.59095,0.759017,0,0,0,0,0,0,0,0,0,0.872081,0.455864,0.177938,-0.928779,0.304087,0.211899,-0.926764,0.118083,-0.356602,0.877283,0.270649,-0.396388,0.211403,0.977371,0.00733692,-0.386404,0.922127,0.0193595,-0.388486,0.740031,-0.549028,0,0,0
000318,0.504793,0.704654,0.504536,254.31,116.007,36.5047,0.518718,0.774764,0.361487,-0.627966,0.677209,0.383467,0,0,0,0,0,0,0.996347,0.0832861,-0.0188912,-0.0986002,0.948946,-0.299631,0,0,0,0.637858,0.735724,-0.227702,-0.768261,0.609032,-0.197118,0.704141,0.27633,0.654085,-0.707233,0.161534,0.688279,-0.0675733,0.887778,0.455284,0,0,0,0,0,0,-0.328426,0.542436,0.77324,0,0,0,0,0,0,0.872002,0.455823,0.17843,-0.928779,0.304087,0.211899,-0.926536,0.117046,-0.357536,0.877136,0.271126,-0.396388,0.211402,0.977368,0.00783686,-0.386404,0.922127,0.0193595,-0.389121,0.73908,-0.54986,0,0,0
000319,0.50525,0.704883,0.504585,254.31,116.007,36.5047,0.518617,0.774614,0.361953,-0.628226,0.67749,0.382544,0,0,0,0,0,0,0.996365,0.0832877,-0.0178915,-0.0986002,0.948946,-0.299631,0,0,0,0.638008,0.735894,-0.226728,-0.767873,0.609362,-0.197608,0.703166,0.277022,0.654841,-0.70768,0.161123,0.687916,-0.0675733,0.887778,0.455284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871844,0.45574,0.179414,-0.928724,0.304595,0.21141,-0.92641,0.118038,-0.357536,0.877514,0.271243,-0.395469,0.211402,0.977364,0.00833678,-0.386404,0.922127,0.0193595,-0.389121,0.73908,-0.54986,0,0,0
000320,0.504797,0.70505,0.504973,77.0796,146.111,263.44,0.508149,0.77911,0.367113,-0.636987,0.664266,0.39115,-0.637535,0.319884,-0.700873,0,0,0,0.994928,0.0984731,-0.0205394,-0.11371,0.950092,-0.290509,0,0,0,0.626077,0.747406,-0.222286,-0.777886,0.599258,-0.189167,0.701923,0.28081,0.65456,-0.707913,0.144033,0.691457,-0.0794351,0.882417,0.463714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865588,0.467257,0.180079,-0.932439,0.288572,0.217447,-0.929519,0.107449,-0.352773,0.872063,0.287589,-0.395979,0.196754,0.980309,0.0167699,-0.400075,0.916005,0.0295877,-0.402059,0.738726,-0.540955,0,0,0
000321,0.505327,0.70462,0.505035,77.0796,146.111,263.44,0.508149,0.77911,0.367113,-0.637752,0.664343,0.389769,0,0,0,0,0,0,0.994987,0.0979766,-0.0200396,-0.11371,0.950092,-0.290509,0,0,0,0.62646,0.747085,-0.222287,-0.777736,0.599142,-0.190148,0.701923,0.28081,0.65456,0,0,0,-0.0794541,0.882648,0.463271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865508,0.467214,0.180571,-0.93275,0.288668,0.215983,-0.929168,0.107409,-0.353709,0.872251,0.287651,-0.39552,0.196757,0.980325,0.0157702,-0.400086,0.916032,0.0285882,-0.402243,0.73801,-0.541794,0,0,0
000322,0.504625,0.705231,0.504692,77.0796,146.111,263.44,0.508149,0.77911,0.367113,-0.636852,0.664124,0.391611,-0.637311,0.320331,-0.700873,0,0,0,0.994917,0.0984721,-0.0210392,-0.113725,0.950236,-0.290031,0,0,0,0.626077,0.747406,-0.222286,-0.77796,0.599316,-0.188676,0.701923,0.28081,0.65456,-0.707475,0.144454,0.691818,-0.0794161,0.882186,0.464157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865588,0.467257,0.180079,-0.932335,0.28854,0.217935,-0.929519,0.107449,-0.352773,0.871874,0.287527,-0.396438,0.196754,0.980309,0.0167699,-0.400075,0.916005,0.0295877,-0.402059,0.738726,-0.540955,0,0,0
000323,0.50513,0.705331,0.504883,77.0796,146.111,263.44,0.507527,0.779077,0.368042,-0.637483,0.664061,0.39069,0,0,0,0,0,0,0.994938,0.0984741,-0.0200396,-0.113741,0.95038,-0.289552,0,0,0,0.626221,0.747575,-0.221311,-0.777886,0.599258,-0.189167,0.700757,0.281959,0.655315,-0.707814,0.144523,0.691457,-0.0794161,0.882186,0.464157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865429,0.467172,0.181062,-0.932543,0.288604,0.216959,-0.929225,0.106913,-0.353709,0.872251,0.287651,-0.39552,0.196754,0.980309,0.0167699,-0.400075,0.916005,0.0295877,-0.402059,0.738726,-0.540955,0,0,0
000324,0.504699,0.705254,0.504727,77.0796,146.111,263.44,0.508149,0.77911,0.367113,-0.636852,0.664124,0.391611,-0.637087,0.320778,-0.700872,0,0,0,0.994917,0.0984721,-0.0210392,-0.113725,0.950236,-0.290031,0,0,0,0.626077,0.747406,-0.222286,-0.777655,0.599712,-0.188676,0.701923,0.28081,0.65456,0,0,0,-0.0794161,0.882186,0.464157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865825,0.466817,0.180079,-0.932335,0.28854,0.217935,-0.929519,0.107449,-0.352773,0.871874,0.287527,-0.396438,0.196754,0.980309,0.0167699,-0.400075,0.916005,0.0295877,-0.402059,0.738726,-0.540955,0,0,0
000325,0.505094,0.705202,0.505266,77.0796,146.111,263.44,0.508149,0.77911,0.367113,-0.637122,0.664407,0.39069,-0.637983,0.31899,-0.700873,0,0,0,0.994888,0.0989716,-0.0200396,-0.113741,0.95038,-0.289552,0,0,0,0.626221,0.747575,-0.221311,-0.777886,0.599258,-0.189167,0.701923,0.28081,0.65456,0,0,0,-0.0794351,0.882417,0.463714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865508,0.467214,0.180571,-0.932543,0.288604,0.216959,-0.929282,0.106416,-0.353709,0.872251,0.287651,-0.39552,0.196754,0.980309,0.0167699,-0.400075,0.916005,0.0295877,-0.402059,0.738726,-0.540955,0,0,0
000326,0.504516,0.705188,0.504641,77.0796,146.111,263.44,0.508149,0.77911,0.367113,-0.636852,0.664124,0.391611,-0.637311,0.320331,-0.700873,0,0,0,0.994907,0.098471,-0.0215391,-0.11371,0.950092,-0.290509,0,0,0,0.626077,0.747406,-0.222286,-0.77796,0.599316,-0.188676,0.701923,0.28081,0.65456,-0.707574,0.143964,0.691819,-0.0794161,0.882186,0.464157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865588,0.467257,0.180079,-0.932335,0.28854,0.217935,-0.929519,0.107449,-0.352773,0.871718,0.288002,-0.396437,0.196754,0.980309,0.0167699,-0.400075,0.916005,0.0295877,-0.402059,0.738726,-0.540955,0,0,0
000327,0.505377,0.704617,0.504684,77.0796,146.111,263.44,0.508149,0.77911,0.367113,-0.637122,0.664407,0.39069,-0.637132,0.319123,-0.701586,0,0,0,0.994948,0.0984751,-0.0195397,-0.113694,0.949947,-0.290987,0,0,0,0.626077,0.747406,-0.222286,-0.777736,0.599142,-0.190148,0.700943,0.281495,0.655316,-0.708252,0.144102,0.691096,-0.0794541,0.882648,0.463271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865429,0.467172,0.181062,-0.93275,0.288668,0.215983,-0.928931,0.106376,-0.354644,0.872094,0.288126,-0.395519,0.196755,0.980318,0.01627,-0.400086,0.916032,0.0285882,-0.401364,0.738486,-0.541798,0,0,0
000328,0.504515,0.704776,0.505361,77.0796,146.111,263.44,0.508351,0.779416,0.366183,-0.637122,0.664407,0.39069,0,0,0,0,0,0,0.994907,0.098471,-0.0215391,-0.11371,0.950092,-0.290509,0,0,0,0.626005,0.747322,-0.222774,-0.77796,0.599316,-0.188676,0.702531,0.281053,0.653804,-0.707814,0.144523,0.691457,-0.0794541,0.882648,0.463271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865984,0.466902,0.179095,-0.932587,0.288094,0.217447,-0.929633,0.106456,-0.352773,0.871874,0.287527,-0.396438,0.196757,0.980325,0.0157702,-0.40008,0.916018,0.029088,-0.402059,0.738726,-0.540955,0,0,0
000329,0.505127,0.705265,0.505302,77.0796,146.111,263.44,0.508567,0.778837,0.367115,-0.637122,0.664407,0.39069,-0.638207,0.318543,-0.700873,0,0,0,0.994938,0.0984741,-0.0200396,-0.113741,0.95038,-0.289552,0,0,0,0.626221,0.747575,-0.221311,-0.777886,0.599258,-0.189167,0.701923,0.28081,0.65456,0,0,0,-0.0794351,0.882417,0.463714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865508,0.467214,0.180571,-0.932543,0.288604,0.216959,-0.929282,0.106416,-0.353709,0.872438,0.287712,-0.39506,0.196754,0.980309,0.0167699,-0.400075,0.916005,0.0295877,-0.402059,0.738726,-0.540955,0,0,0
000330,0.504504,0.704891,0.504923,206.042,15.7729,325.677,0.470016,0.819974,0.326693,-0.6661,0.643439,0.377222,0,0,0,0,0,0,0.987522,0.151288,-0.0437217,-0.171557,0.929856,-0.325477,0,0,0,0.579642,0.771064,-0.263582,-0.813117,0.547464,-0.197795,0.696095,0.344947,0.629654,0,0,0,-0.120758,0.894666,0.430105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841221,0.520802,0.145303,-0.9432,0.245684,0.223638,-0.939555,0.0410476,-0.339929,0.847697,0.319088,-0.423784,0.141934,0.989536,-0.0259306,-0.450052,0.893002,0.00106193,-0.451007,0.693387,-0.561967,0,0,0
000331,0.505234,0.704898,0.504807,206.042,15.7729,325.677,0.469418,0.81994,0.327636,-0.66637,0.643702,0.376296,0,0,0,0,0,0,0.98751,0.151792,-0.0422232,-0.171557,0.929856,-0.325477,0,0,0,0.579722,0.771169,-0.2631,-0.812871,0.547297,-0.199265,0.695308,0.345116,0.63043,-0.703404,0.132982,0.69824,-0.120758,0.894666,0.430105,0,0,0,0.245688,0.631736,0.735219,0,0,0,0,0,0,0,0,0,0.841096,0.520726,0.146292,-0.943523,0.245768,0.222176,-0.939193,0.0415322,-0.340869,0.848093,0.319236,-0.422878,0.141936,0.989549,-0.0254308,-0.450052,0.893002,6.19588e-05,-0.451543,0.69237,-0.56279,0,0,0
000332,0.504743,0.704651,0.504709,206.042,15.7729,325.677,0.470016,0.819974,0.326693,-0.66637,0.643702,0.376296,0,0,0,0,0,0,0.987468,0.151785,-0.0432222,-0.171529,0.929696,-0.32595,0,0,0,0.579642,0.771064,-0.263582,-0.812953,0.547353,-0.198775,0.695086,0.345563,0.63043,0,0,0,-0.120758,0.894666,0.430105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841484,0.520377,0.145303,-0.943308,0.245712,0.223151,-0.939511,0.0420466,-0.339929,0.847873,0.31862,-0.423784,0.141932,0.989524,-0.0264304,-0.450052,0.893002,6.19588e-05,-0.451543,0.69237,-0.56279,0,0,0
